"nom_cabina","qualitat_aire","codi_dtes","zqa","codi_eoi","longitud","latitud","hora_o3","qualitat_o3","valor_o3","hora_no2","qualitat_no2","valor_no2","hora_pm10","qualitat_pm10","valor_pm10","generat","dateTime"
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"0h","--","--","0h","--","--","2h","Bona","21 µg/m³","16/01/2019 3:00",1547604302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"2h","Bona","11 µg/m³","2h","Bona","40 µg/m³","2h","Bona","22 µg/m³","16/01/2019 3:00",1547604302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"2h","Bona","2 µg/m³","2h","Bona","40 µg/m³",NA,NA,NA,"16/01/2019 3:00",1547604302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"2h","Bona","22 µg/m³","2h","Bona","27 µg/m³","2h","Bona","16 µg/m³","16/01/2019 3:00",1547604302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"2h","Bona","6 µg/m³","2h","Bona","40 µg/m³","2h","Bona","15 µg/m³","16/01/2019 3:00",1547604302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"2h","Bona","49 µg/m³","2h","Bona","32 µg/m³","16/01/2019 3:00",1547604302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"2h","Bona","56 µg/m³","2h","Bona","12 µg/m³","2h","Bona","11 µg/m³","16/01/2019 3:00",1547604302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"3h","Bona","43 µg/m³",NA,NA,NA,"16/01/2019 4:00",1547607901
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"3h","Bona","2 µg/m³","3h","Bona","50 µg/m³","3h","Bona","23 µg/m³","16/01/2019 4:00",1547607901
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"3h","Bona","11 µg/m³","3h","Bona","43 µg/m³","3h","Bona","22 µg/m³","16/01/2019 4:00",1547607901
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"3h","Bona","1 µg/m³","3h","Bona","38 µg/m³",NA,NA,NA,"16/01/2019 4:00",1547607901
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"3h","Bona","7 µg/m³","3h","Bona","48 µg/m³","3h","Bona","17 µg/m³","16/01/2019 4:00",1547607901
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"3h","Bona","12 µg/m³","3h","Bona","37 µg/m³","3h","Bona","15 µg/m³","16/01/2019 4:00",1547607901
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"3h","Bona","45 µg/m³","3h","Bona","32 µg/m³","16/01/2019 4:00",1547607901
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"3h","Bona","59 µg/m³","3h","Bona","12 µg/m³","3h","Bona","11 µg/m³","16/01/2019 4:00",1547607901
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"4h","Bona","22 µg/m³",NA,NA,NA,"16/01/2019 5:00",1547611502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"4h","Bona","12 µg/m³","4h","Bona","46 µg/m³","4h","Bona","23 µg/m³","16/01/2019 5:00",1547611502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"4h","Bona","36 µg/m³","4h","Bona","24 µg/m³","4h","Bona","23 µg/m³","16/01/2019 5:00",1547611502
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"4h","Bona","2 µg/m³","4h","Bona","31 µg/m³",NA,NA,NA,"16/01/2019 5:00",1547611502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"4h","Bona","30 µg/m³","4h","Bona","28 µg/m³","5h","Bona","18 µg/m³","16/01/2019 5:00",1547611502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"4h","Bona","46 µg/m³","4h","Bona","10 µg/m³","4h","Bona","16 µg/m³","16/01/2019 5:00",1547611502
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"4h","Bona","44 µg/m³","4h","Bona","32 µg/m³","16/01/2019 5:00",1547611502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"4h","Bona","61 µg/m³","4h","Bona","10 µg/m³","4h","Bona","11 µg/m³","16/01/2019 5:00",1547611502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"5h","Bona","26 µg/m³",NA,NA,NA,"16/01/2019 6:00",1547615102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"5h","Bona","22 µg/m³","5h","Bona","33 µg/m³","5h","Bona","23 µg/m³","16/01/2019 6:00",1547615102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"5h","Bona","41 µg/m³","5h","Bona","19 µg/m³","5h","Bona","23 µg/m³","16/01/2019 6:00",1547615102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"5h","Bona","1 µg/m³","5h","Bona","31 µg/m³",NA,NA,NA,"16/01/2019 6:00",1547615102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"5h","Bona","29 µg/m³","5h","Bona","22 µg/m³","5h","Bona","18 µg/m³","16/01/2019 6:00",1547615102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"5h","Bona","43 µg/m³","5h","Bona","13 µg/m³","5h","Bona","16 µg/m³","16/01/2019 6:00",1547615102
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","Bona","42 µg/m³","5h","Bona","32 µg/m³","16/01/2019 6:00",1547615102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"5h","Bona","64 µg/m³","5h","Bona","8 µg/m³","5h","Bona","11 µg/m³","16/01/2019 6:00",1547615102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"6h","Bona","51 µg/m³",NA,NA,NA,"16/01/2019 7:00",1547618702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"6h","Bona","11 µg/m³","6h","Bona","47 µg/m³","6h","Bona","24 µg/m³","16/01/2019 7:00",1547618702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"6h","Bona","42 µg/m³","6h","Bona","22 µg/m³","6h","Bona","23 µg/m³","16/01/2019 7:00",1547618702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","2 µg/m³","6h","Bona","33 µg/m³",NA,NA,NA,"16/01/2019 7:00",1547618702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"6h","Bona","22 µg/m³","6h","Bona","35 µg/m³","6h","Bona","18 µg/m³","16/01/2019 7:00",1547618702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"6h","Bona","45 µg/m³","6h","Bona","16 µg/m³","6h","Bona","16 µg/m³","16/01/2019 7:00",1547618702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"5h","Bona","42 µg/m³","6h","Bona","32 µg/m³","16/01/2019 7:00",1547618702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"6h","Bona","66 µg/m³","6h","Bona","8 µg/m³","6h","Bona","12 µg/m³","16/01/2019 7:00",1547618702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"7h","Bona","51 µg/m³",NA,NA,NA,"16/01/2019 8:00",1547622302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"7h","Bona","2 µg/m³","7h","Bona","67 µg/m³","7h","Bona","24 µg/m³","16/01/2019 8:00",1547622302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"7h","Bona","39 µg/m³","7h","Bona","30 µg/m³","7h","Bona","23 µg/m³","16/01/2019 8:00",1547622302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"6h","Bona","2 µg/m³","6h","Bona","33 µg/m³",NA,NA,NA,"16/01/2019 8:00",1547622302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"7h","Bona","49 µg/m³","7h","Bona","22 µg/m³","7h","Bona","19 µg/m³","16/01/2019 8:00",1547622302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"6h","Bona","45 µg/m³","6h","Bona","16 µg/m³","7h","Bona","16 µg/m³","16/01/2019 8:00",1547622302
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"7h","Bona","45 µg/m³","7h","Bona","32 µg/m³","16/01/2019 8:00",1547622302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"7h","Bona","64 µg/m³","7h","Bona","10 µg/m³","7h","Bona","12 µg/m³","16/01/2019 8:00",1547622302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"8h","Bona","61 µg/m³",NA,NA,NA,"16/01/2019 9:00",1547625901
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"8h","Bona","2 µg/m³","8h","Bona","80 µg/m³","8h","Bona","25 µg/m³","16/01/2019 9:00",1547625901
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"8h","Bona","15 µg/m³","8h","Bona","63 µg/m³","8h","Bona","23 µg/m³","16/01/2019 9:00",1547625901
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"8h","Bona","2 µg/m³","8h","Bona","38 µg/m³",NA,NA,NA,"16/01/2019 9:00",1547625901
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"8h","Bona","31 µg/m³","8h","Bona","41 µg/m³","8h","Bona","19 µg/m³","16/01/2019 9:00",1547625901
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"8h","Bona","37 µg/m³","8h","Bona","31 µg/m³","8h","Bona","16 µg/m³","16/01/2019 9:00",1547625901
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"8h","Bona","53 µg/m³","8h","Bona","33 µg/m³","16/01/2019 9:00",1547625901
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"8h","Bona","64 µg/m³","8h","Bona","10 µg/m³","8h","Bona","12 µg/m³","16/01/2019 9:00",1547625901
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"9h","Bona","70 µg/m³",NA,NA,NA,"16/01/2019 10:00",1547629501
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"8h","Bona","2 µg/m³","8h","Bona","80 µg/m³","9h","Bona","25 µg/m³","16/01/2019 10:00",1547629501
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"9h","Bona","8 µg/m³","9h","Bona","71 µg/m³","9h","Bona","23 µg/m³","16/01/2019 10:00",1547629501
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"9h","Bona","3 µg/m³","9h","Bona","53 µg/m³",NA,NA,NA,"16/01/2019 10:00",1547629501
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"9h","Bona","12 µg/m³","9h","Bona","42 µg/m³","9h","Bona","19 µg/m³","16/01/2019 10:00",1547629501
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"9h","Bona","32 µg/m³","9h","Bona","38 µg/m³","9h","Bona","16 µg/m³","16/01/2019 10:00",1547629501
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"9h","Bona","63 µg/m³","9h","Bona","33 µg/m³","16/01/2019 10:00",1547629501
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"9h","Bona","64 µg/m³","9h","Bona","9 µg/m³","9h","Bona","12 µg/m³","16/01/2019 10:00",1547629501
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"10h","Bona","72 µg/m³",NA,NA,NA,"16/01/2019 11:00",1547633101
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"8h","Bona","2 µg/m³","8h","Bona","80 µg/m³","10h","Bona","25 µg/m³","16/01/2019 11:00",1547633101
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"10h","Bona","13 µg/m³","10h","Bona","60 µg/m³","10h","Bona","23 µg/m³","16/01/2019 11:00",1547633101
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"10h","Bona","3 µg/m³","10h","Bona","53 µg/m³",NA,NA,NA,"16/01/2019 11:00",1547633101
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"10h","Bona","10 µg/m³","10h","Bona","43 µg/m³","10h","Bona","19 µg/m³","16/01/2019 11:00",1547633101
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"10h","Bona","40 µg/m³","10h","Bona","24 µg/m³","11h","Bona","16 µg/m³","16/01/2019 11:00",1547633101
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"10h","Bona","66 µg/m³","11h","Bona","35 µg/m³","16/01/2019 11:00",1547633101
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"10h","Bona","62 µg/m³","10h","Bona","9 µg/m³","10h","Bona","12 µg/m³","16/01/2019 11:00",1547633101
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"11h","Bona","74 µg/m³",NA,NA,NA,"16/01/2019 12:00",1547636702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"9h","--","--","9h","--","--","11h","Bona","25 µg/m³","16/01/2019 12:00",1547636702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"11h","Bona","9 µg/m³","11h","Bona","74 µg/m³","11h","Bona","24 µg/m³","16/01/2019 12:00",1547636702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"11h","Bona","4 µg/m³","11h","Bona","56 µg/m³",NA,NA,NA,"16/01/2019 12:00",1547636702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"11h","Bona","21 µg/m³","11h","Bona","38 µg/m³","11h","Bona","19 µg/m³","16/01/2019 12:00",1547636702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"11h","Bona","33 µg/m³","11h","Bona","30 µg/m³","11h","Bona","16 µg/m³","16/01/2019 12:00",1547636702
"Barcelona - Poblenou","Bona","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"11h","Bona","68 µg/m³","11h","Bona","36 µg/m³","16/01/2019 12:00",1547636702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"11h","Bona","62 µg/m³","11h","Bona","9 µg/m³","11h","Bona","12 µg/m³","16/01/2019 12:00",1547636702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"12h","Bona","66 µg/m³",NA,NA,NA,"16/01/2019 13:00",1547640302
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"12h","Bona","5 µg/m³","12h","Bona","79 µg/m³","13h","Bona","29 µg/m³","16/01/2019 13:00",1547640302
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"12h","Bona","12 µg/m³","12h","Bona","71 µg/m³","13h","Bona","25 µg/m³","16/01/2019 13:00",1547640302
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"11h","Bona","4 µg/m³","11h","Bona","56 µg/m³",NA,NA,NA,"16/01/2019 13:00",1547640302
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"12h","Bona","29 µg/m³","12h","Bona","30 µg/m³","12h","Bona","20 µg/m³","16/01/2019 13:00",1547640302
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"12h","Bona","28 µg/m³","12h","Bona","38 µg/m³","12h","Bona","16 µg/m³","16/01/2019 13:00",1547640302
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"12h","Bona","74 µg/m³","12h","Regular","38 µg/m³","16/01/2019 13:00",1547640302
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"12h","Bona","64 µg/m³","12h","Bona","9 µg/m³","12h","Bona","13 µg/m³","16/01/2019 13:00",1547640302
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"13h","Bona","54 µg/m³",NA,NA,NA,"16/01/2019 14:00",1547643901
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"13h","Bona","12 µg/m³","13h","Bona","61 µg/m³","13h","Bona","30 µg/m³","16/01/2019 14:00",1547643901
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"13h","Bona","14 µg/m³","13h","Bona","66 µg/m³","13h","Bona","26 µg/m³","16/01/2019 14:00",1547643901
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"11h","Bona","4 µg/m³","11h","Bona","56 µg/m³",NA,NA,NA,"16/01/2019 14:00",1547643901
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"13h","Bona","54 µg/m³","13h","Bona","20 µg/m³","13h","Bona","21 µg/m³","16/01/2019 14:00",1547643901
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"13h","Bona","22 µg/m³","13h","Bona","47 µg/m³","13h","Bona","17 µg/m³","16/01/2019 14:00",1547643901
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"13h","Bona","80 µg/m³","13h","Regular","41 µg/m³","16/01/2019 14:00",1547643901
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"13h","Bona","61 µg/m³","13h","Bona","15 µg/m³","14h","Bona","13 µg/m³","16/01/2019 14:00",1547643901
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"14h","Bona","50 µg/m³",NA,NA,NA,"16/01/2019 15:00",1547647502
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"14h","Bona","15 µg/m³","14h","Bona","62 µg/m³","14h","Bona","30 µg/m³","16/01/2019 15:00",1547647502
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"14h","Bona","16 µg/m³","14h","Bona","63 µg/m³","14h","Bona","27 µg/m³","16/01/2019 15:00",1547647502
"Barcelona - Ciutadella","--","IL","01","08019050",2.1874,41.3864,"12h","--","--","12h","--","--",NA,NA,NA,"16/01/2019 15:00",1547647502
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"14h","Bona","38 µg/m³","14h","Bona","39 µg/m³","14h","Bona","21 µg/m³","16/01/2019 15:00",1547647502
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"14h","Bona","18 µg/m³","14h","Bona","54 µg/m³","14h","Bona","18 µg/m³","16/01/2019 15:00",1547647502
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"14h","Bona","70 µg/m³","14h","Regular","42 µg/m³","16/01/2019 15:00",1547647502
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"14h","Bona","47 µg/m³","14h","Bona","32 µg/m³","14h","Bona","13 µg/m³","16/01/2019 15:00",1547647502
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"15h","Bona","15 µg/m³",NA,NA,NA,"16/01/2019 16:00",1547651102
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"15h","Bona","38 µg/m³","15h","Bona","45 µg/m³","15h","Bona","31 µg/m³","16/01/2019 16:00",1547651102
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"15h","Bona","35 µg/m³","15h","Bona","47 µg/m³","15h","Bona","27 µg/m³","16/01/2019 16:00",1547651102
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"15h","Bona","47 µg/m³","15h","Bona","29 µg/m³",NA,NA,NA,"16/01/2019 16:00",1547651102
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"15h","Bona","56 µg/m³","15h","Bona","29 µg/m³","15h","Bona","21 µg/m³","16/01/2019 16:00",1547651102
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"15h","Bona","41 µg/m³","15h","Bona","34 µg/m³","15h","Bona","18 µg/m³","16/01/2019 16:00",1547651102
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"15h","Bona","39 µg/m³","15h","Regular","43 µg/m³","16/01/2019 16:00",1547651102
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"15h","Bona","66 µg/m³","15h","Bona","20 µg/m³","15h","Bona","14 µg/m³","16/01/2019 16:00",1547651102
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"16h","Bona","16 µg/m³",NA,NA,NA,"16/01/2019 17:00",1547654702
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"15h","Bona","38 µg/m³","15h","Bona","45 µg/m³","16h","Bona","31 µg/m³","16/01/2019 17:00",1547654702
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"16h","Bona","45 µg/m³","16h","Bona","37 µg/m³","16h","Bona","27 µg/m³","16/01/2019 17:00",1547654702
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"16h","Bona","49 µg/m³","16h","Bona","29 µg/m³",NA,NA,NA,"16/01/2019 17:00",1547654702
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"16h","Bona","63 µg/m³","16h","Bona","20 µg/m³","16h","Bona","22 µg/m³","16/01/2019 17:00",1547654702
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"16h","Bona","52 µg/m³","16h","Bona","22 µg/m³","16h","Bona","18 µg/m³","16/01/2019 17:00",1547654702
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"16h","Bona","37 µg/m³","16h","Regular","43 µg/m³","16/01/2019 17:00",1547654702
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"16h","Bona","69 µg/m³","16h","Bona","17 µg/m³","16h","Bona","14 µg/m³","16/01/2019 17:00",1547654702
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"17h","Bona","27 µg/m³",NA,NA,NA,"16/01/2019 18:00",1547658301
"Barcelona - Eixample","Bona","IH","01","08019043",2.1538,41.3853,"17h","Bona","32 µg/m³","15h","Bona","45 µg/m³","17h","Bona","30 µg/m³","16/01/2019 18:00",1547658301
"Barcelona - Gràcia","Bona","IJ","01","08019044",2.1534,41.3987,"17h","Bona","32 µg/m³","17h","Bona","53 µg/m³","17h","Bona","27 µg/m³","16/01/2019 18:00",1547658301
"Barcelona - Ciutadella","Bona","IL","01","08019050",2.1874,41.3864,"17h","Bona","45 µg/m³","17h","Bona","33 µg/m³",NA,NA,NA,"16/01/2019 18:00",1547658301
"Barcelona - Vall Hebron","Bona","IN","01","08019054",2.148,41.4261,"17h","Bona","56 µg/m³","17h","Bona","28 µg/m³","17h","Bona","21 µg/m³","16/01/2019 18:00",1547658301
"Barcelona - Palau Reial","Bona","IZ","01","08019057",2.1151,41.3875,"17h","Bona","43 µg/m³","17h","Bona","33 µg/m³","17h","Bona","18 µg/m³","16/01/2019 18:00",1547658301
"Barcelona - Poblenou","Regular","I2","01","08019004",2.2045,41.4039,NA,NA,NA,"17h","Bona","47 µg/m³","17h","Regular","43 µg/m³","16/01/2019 18:00",1547658301
"Barcelona - Observ Fabra","Bona","OF","01","08019058",2.1239,41.4183,"17h","Bona","68 µg/m³","17h","Bona","17 µg/m³","17h","Bona","14 µg/m³","16/01/2019 18:00",1547658301
"Barcelona - Sants","Bona","ID","01","08019042",2.1331,41.3788,NA,NA,NA,"18h","Bona","47 µg/m³",NA,NA,NA,"16/01/2019 19:00",1547661901
